District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Production,Crop_Label_22,_orig_id,Season_enc,District_enc,Crop_enc,Crop_22_enc,Production_log
Patuakhali,Rabi,Banana,561.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,207.8076923076923,1885.0,banana,242,2,50,3,0,7.542213463193403
Pirojpur,Rabi,Banana,2786.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,175.42564102564103,13454.0,banana,243,2,51,3,0,9.507106063161006
Rajbari,Rabi,Banana,1071.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,155.864898989899,6258.0,banana,244,2,52,3,0,8.7417757069247
Rajshahi,Rabi,Banana,4672.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,124.92,47822.0,banana,245,2,53,3,0,10.775261974301756
Rangamati,Rabi,Banana,9230.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,204.11111111111111,42734.0,banana,246,2,54,3,0,10.662773535600119
Rangpur,Rabi,Banana,2321.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,179.6013888888889,13041.0,banana,247,2,55,3,0,9.475930197953147
Satkhira,Rabi,Banana,995.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,140.35353535353536,6240.0,banana,248,2,56,3,0,8.738895704934043
Shariatpur,Rabi,Banana,413.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,155.864898989899,1563.0,banana,249,2,57,3,0,7.355001921105257
Sherpur,Rabi,Banana,623.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,181.08838383838383,3480.0,banana,250,2,58,3,0,8.15507488781144
Sirajganj,Rabi,Banana,583.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,142.85416666666666,4354.0,banana,251,2,59,3,0,8.379079889286603
Sunamganj,Rabi,Banana,325.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,333.72557471264366,1949.0,banana,252,2,60,3,0,7.575584651557793
Sylhet,Rabi,Banana,855.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,333.72557471264366,3341.0,banana,253,2,61,3,0,8.114324709155339
Thakurgaon,Rabi,Banana,1161.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,154.21843434343435,5855.0,banana,255,2,63,3,0,8.675222055641148
Bagerhat,Kharif 2,Barbati,457.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,144.96843434343435,545.0,kidneybeans,256,1,0,4,5,6.302618975744905
Bandarban,Kharif 2,Barbati,318.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,243.94444444444449,414.0,kidneybeans,257,1,1,4,5,6.028278520230698
Barguna,Kharif 2,Barbati,89.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,207.8076923076923,129.0,kidneybeans,258,1,2,4,5,4.867534450455582
Barishal,Kharif 2,Barbati,325.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,175.42564102564103,438.0,kidneybeans,259,1,3,4,5,6.0844994130751715
Bhola,Kharif 2,Barbati,243.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,185.23090277777777,477.0,kidneybeans,260,1,4,4,5,6.169610732491456
Bogura,Kharif 2,Barbati,296.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,142.85416666666666,605.0,kidneybeans,261,1,5,4,5,6.406879986069314
Brahmanbaria,Kharif 2,Barbati,207.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,185.7563131313132,322.0,kidneybeans,262,1,6,4,5,5.777652323222656
Chandpur,Kharif 2,Barbati,82.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,168.796875,53.0,kidneybeans,263,1,7,4,5,3.9889840465642745
Chapai Nawabganj,Kharif 2,Barbati,85.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,124.92,95.0,kidneybeans,264,1,8,4,5,4.564348191467836
Chattogram,Kharif 2,Barbati,1497.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,243.94444444444449,2899.0,kidneybeans,265,1,9,4,5,7.9724660159745655
Chuadanga,Kharif 2,Barbati,638.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,129.44444444444446,1585.0,kidneybeans,266,1,10,4,5,7.368970402194793
CoxsBazar,Kharif 2,Barbati,304.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,303.40277777777777,617.0,kidneybeans,267,1,11,4,5,6.42648845745769
Cumilla,Kharif 2,Barbati,440.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,185.7563131313132,878.0,kidneybeans,268,1,12,4,5,6.778784897685177
Dhaka,Kharif 2,Barbati,587.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,169.94262295081967,924.0,kidneybeans,269,1,13,4,5,6.829793737512425
Dinajpur,Kharif 2,Barbati,267.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,154.21843434343435,312.0,kidneybeans,270,1,14,4,5,5.746203190540153
Faridpur,Kharif 2,Barbati,241.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,155.864898989899,377.0,kidneybeans,271,1,15,4,5,5.934894195619588
Feni,Kharif 2,Barbati,115.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,248.1727642276423,124.0,kidneybeans,272,1,16,4,5,4.8283137373023015
Gaibandha,Kharif 2,Barbati,153.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,179.6013888888889,185.0,kidneybeans,273,1,17,4,5,5.225746673713202
Gazipur,Kharif 2,Barbati,253.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,169.94262295081967,291.0,kidneybeans,274,1,18,4,5,5.676753802268282
Gopalganj,Kharif 2,Barbati,195.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,155.864898989899,350.0,kidneybeans,275,1,19,4,5,5.860786223465865
Habiganj,Kharif 2,Barbati,215.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,333.72557471264366,767.0,kidneybeans,276,1,20,4,5,6.643789733147672
Jamalpur,Kharif 2,Barbati,253.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,181.08838383838383,387.0,kidneybeans,277,1,21,4,5,5.961005339623274
Jashore,Kharif 2,Barbati,590.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,134.2247474747475,1453.0,kidneybeans,278,1,22,4,5,7.282073658093465
Jhallokati,Kharif 2,Barbati,180.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,175.42564102564103,186.0,kidneybeans,279,1,23,4,5,5.231108616854587
Jhenaidah,Kharif 2,Barbati,313.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,134.2247474747475,757.0,kidneybeans,280,1,24,4,5,6.630683385642372
Joypurhat,Kharif 2,Barbati,97.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,142.85416666666666,147.0,kidneybeans,281,1,25,4,5,4.997212273764115
Khagrachari,Kharif 2,Barbati,971.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,204.11111111111111,2210.0,kidneybeans,282,1,26,4,5,7.701200180857446
Khulna,Kharif 2,Barbati,292.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,144.96843434343435,412.0,kidneybeans,283,1,27,4,5,6.023447592961033
Kishoreganj,Kharif 2,Barbati,160.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,181.08838383838383,265.0,kidneybeans,284,1,28,4,5,5.583496308781699
Kurigram,Kharif 2,Barbati,218.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,179.6013888888889,318.0,kidneybeans,285,1,29,4,5,5.765191102784844
Kushtia,Kharif 2,Barbati,185.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,129.44444444444446,702.0,kidneybeans,286,1,30,4,5,6.555356891810665
Lakshmipur,Kharif 2,Barbati,161.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,185.7563131313132,363.0,kidneybeans,287,1,31,4,5,5.8971538676367405
Lalmonirhat,Kharif 2,Barbati,163.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,179.6013888888889,194.0,kidneybeans,288,1,32,4,5,5.272999558563747
Madaripur,Kharif 2,Barbati,67.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,160.41666666666666,198.0,kidneybeans,289,1,33,4,5,5.293304824724492
Magura,Kharif 2,Barbati,59.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,134.2247474747475,132.0,kidneybeans,290,1,34,4,5,4.890349128221754
Manikganj,Kharif 2,Barbati,194.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,169.94262295081967,283.0,kidneybeans,291,1,35,4,5,5.648974238161206
Meherpur,Kharif 2,Barbati,102.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,129.44444444444446,539.0,kidneybeans,292,1,36,4,5,6.29156913955832
Moulvibazar,Kharif 2,Barbati,355.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,333.72557471264366,884.0,kidneybeans,293,1,37,4,5,6.785587645007929
Munshiganj,Kharif 2,Barbati,100.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,169.94262295081967,168.0,kidneybeans,294,1,38,4,5,5.1298987149230735
Mymensingh,Kharif 2,Barbati,566.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,181.08838383838383,1219.0,kidneybeans,295,1,39,4,5,7.106606137727303
Naogaon,Kharif 2,Barbati,153.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,124.92,180.0,kidneybeans,296,1,40,4,5,5.198497031265826
Narail,Kharif 2,Barbati,184.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,134.2247474747475,438.0,kidneybeans,297,1,41,4,5,6.0844994130751715
Narayanganj,Kharif 2,Barbati,154.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,169.94262295081967,166.0,kidneybeans,298,1,42,4,5,5.117993812416755
Narsingdi,Kharif 2,Barbati,289.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,169.94262295081967,459.0,kidneybeans,299,1,43,4,5,6.131226489483141
Natore,Kharif 2,Barbati,402.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,124.92,442.0,kidneybeans,300,1,44,4,5,6.093569770045136
Netrokona,Kharif 2,Barbati,125.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,181.08838383838383,192.0,kidneybeans,301,1,45,4,5,5.262690188904886
Nilphamari,Kharif 2,Barbati,156.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,179.6013888888889,331.0,kidneybeans,302,1,46,4,5,5.805134968916488
Noakhali,Kharif 2,Barbati,284.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,185.7563131313132,684.0,kidneybeans,303,1,47,4,5,6.529418838262226
Pabna,Kharif 2,Barbati,224.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,124.92,270.0,kidneybeans,304,1,48,4,5,5.602118820879701
Panchagar,Kharif 2,Barbati,373.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,154.21843434343435,1202.0,kidneybeans,305,1,49,4,5,7.0925737159746784
Patuakhali,Kharif 2,Barbati,85.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,207.8076923076923,97.0,kidneybeans,306,1,50,4,5,4.584967478670572
Pirojpur,Kharif 2,Barbati,143.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,175.42564102564103,162.0,kidneybeans,307,1,51,4,5,5.093750200806762
Rajbari,Kharif 2,Barbati,277.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,155.864898989899,669.0,kidneybeans,308,1,52,4,5,6.507277712385012
Rajshahi,Kharif 2,Barbati,245.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,124.92,804.0,kidneybeans,309,1,53,4,5,6.690842277418564
Rangamati,Kharif 2,Barbati,663.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,204.11111111111111,926.0,kidneybeans,310,1,54,4,5,6.831953565565855
Rangpur,Kharif 2,Barbati,350.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,179.6013888888889,499.0,kidneybeans,311,1,55,4,5,6.214608098422191
Satkhira,Kharif 2,Barbati,307.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,140.35353535353536,501.0,kidneybeans,312,1,56,4,5,6.218600119691729
Shariatpur,Kharif 2,Barbati,89.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,155.864898989899,154.0,kidneybeans,313,1,57,4,5,5.043425116919247
Sherpur,Kharif 2,Barbati,140.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,181.08838383838383,212.0,kidneybeans,314,1,58,4,5,5.3612921657094255
Sirajganj,Kharif 2,Barbati,125.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,142.85416666666666,190.0,kidneybeans,315,1,59,4,5,5.25227342804663
Sunamganj,Kharif 2,Barbati,82.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,333.72557471264366,175.0,kidneybeans,316,1,60,4,5,5.170483995038151
Sylhet,Kharif 2,Barbati,409.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,333.72557471264366,761.0,kidneybeans,317,1,61,4,5,6.635946555686647
Tangail,Kharif 2,Barbati,213.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,153.4104938271605,313.0,kidneybeans,318,1,62,4,5,5.749392985908253
Thakurgaon,Kharif 2,Barbati,166.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,154.21843434343435,235.0,kidneybeans,319,1,63,4,5,5.4638318050256105
Bagerhat,Kharif 1,Beans,527.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,144.96843434343435,1083.0,kidneybeans,320,0,0,5,5,6.988413181999592
Bandarban,Kharif 1,Beans,566.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,243.94444444444449,1001.0,kidneybeans,321,0,1,5,5,6.90975328164481
Barguna,Kharif 1,Beans,231.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,207.8076923076923,335.0,kidneybeans,322,0,2,5,5,5.817111159963204
Barishal,Kharif 1,Beans,576.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,175.42564102564103,1185.0,kidneybeans,323,0,3,5,5,7.078341579557671
Bhola,Kharif 1,Beans,660.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,185.23090277777777,2330.0,kidneybeans,324,0,4,5,5,7.754052639035757
Bogura,Kharif 1,Beans,1276.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,142.85416666666666,4263.0,kidneybeans,325,0,5,5,5,8.357962965845681
Brahmanbaria,Kharif 1,Beans,932.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,185.7563131313132,2404.0,kidneybeans,326,0,6,5,5,7.785305182539862
Chandpur,Kharif 1,Beans,724.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,168.796875,2265.0,kidneybeans,327,0,7,5,5,7.725771441587952
Chapai Nawabganj,Kharif 1,Beans,231.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,124.92,505.0,kidneybeans,328,0,8,5,5,6.226536669287466
Chattogram,Kharif 1,Beans,3745.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,243.94444444444449,13539.0,kidneybeans,329,0,9,5,5,9.513403546466266
Chuadanga,Kharif 1,Beans,776.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,129.44444444444446,1538.0,kidneybeans,330,0,10,5,5,7.338888133838879
CoxsBazar,Kharif 1,Beans,605.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,303.40277777777777,1592.0,kidneybeans,331,0,11,5,5,7.373374309910049
Cumilla,Kharif 1,Beans,1823.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,185.7563131313132,5504.0,kidneybeans,332,0,12,5,5,8.61341204915678
Dhaka,Kharif 1,Beans,1416.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,169.94262295081967,4301.0,kidneybeans,333,0,13,5,5,8.366835309827675
Dinajpur,Kharif 1,Beans,635.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,154.21843434343435,1197.0,kidneybeans,334,0,14,5,5,7.088408778675395
Faridpur,Kharif 1,Beans,496.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,155.864898989899,901.0,kidneybeans,335,0,15,5,5,6.804614520062624
Feni,Kharif 1,Beans,319.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,248.1727642276423,523.0,kidneybeans,336,0,16,5,5,6.261491684321042
Gaibandha,Kharif 1,Beans,373.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,179.6013888888889,795.0,kidneybeans,337,0,17,5,5,6.679599185844383
Gazipur,Kharif 1,Beans,1129.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,169.94262295081967,1771.0,kidneybeans,338,0,18,5,5,7.4798641311650265
Gopalganj,Kharif 1,Beans,331.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,155.864898989899,863.0,kidneybeans,339,0,19,5,5,6.761572768804055
Habiganj,Kharif 1,Beans,1426.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,333.72557471264366,5009.0,kidneybeans,340,0,20,5,5,8.51919119407891
Jamalpur,Kharif 1,Beans,1239.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,181.08838383838383,2497.0,kidneybeans,341,0,21,5,5,7.823245690685523
Jashore,Kharif 1,Beans,2779.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,134.2247474747475,9278.0,kidneybeans,342,0,22,5,5,9.13550906135318
Jhallokati,Kharif 1,Beans,709.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,175.42564102564103,1203.0,kidneybeans,343,0,23,5,5,7.093404625868766
Jhenaidah,Kharif 1,Beans,1576.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,134.2247474747475,6906.0,kidneybeans,344,0,24,5,5,8.840290669088972
Joypurhat,Kharif 1,Beans,219.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,142.85416666666666,664.0,kidneybeans,345,0,25,5,5,6.499787040655854
Khagrachari,Kharif 1,Beans,728.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,204.11111111111111,1550.0,kidneybeans,346,0,26,5,5,7.346655163176539
Khulna,Kharif 1,Beans,586.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,144.96843434343435,2190.0,kidneybeans,347,0,27,5,5,7.692113339595466
Kishoreganj,Kharif 1,Beans,1192.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,181.08838383838383,3981.0,kidneybeans,348,0,28,5,5,8.289539484624141
Kurigram,Kharif 1,Beans,370.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,179.6013888888889,595.0,kidneybeans,349,0,29,5,5,6.39024066706535
Kushtia,Kharif 1,Beans,669.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,129.44444444444446,1954.0,kidneybeans,350,0,30,5,5,7.578145472419466
Lakshmipur,Kharif 1,Beans,769.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,185.7563131313132,1044.0,kidneybeans,351,0,31,5,5,6.951772164398911
Lalmonirhat,Kharif 1,Beans,251.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,179.6013888888889,673.0,kidneybeans,352,0,32,5,5,6.513230110912307
Madaripur,Kharif 1,Beans,325.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,160.41666666666666,1019.0,kidneybeans,353,0,33,5,5,6.927557906278317
Magura,Kharif 1,Beans,186.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,134.2247474747475,635.0,kidneybeans,354,0,34,5,5,6.455198563340122
Manikganj,Kharif 1,Beans,819.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,169.94262295081967,4159.0,kidneybeans,355,0,35,5,5,8.333270353255308
Meherpur,Kharif 1,Beans,669.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,129.44444444444446,5671.0,kidneybeans,356,0,36,5,5,8.643297068211963
Moulvibazar,Kharif 1,Beans,449.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,333.72557471264366,1303.0,kidneybeans,357,0,37,5,5,7.1731917424865985
Munshiganj,Kharif 1,Beans,551.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,169.94262295081967,1016.0,kidneybeans,358,0,38,5,5,6.92461239604856
Mymensingh,Kharif 1,Beans,2127.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,181.08838383838383,6314.0,kidneybeans,359,0,39,5,5,8.750683034784592
Naogaon,Kharif 1,Beans,817.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,124.92,2725.0,kidneybeans,360,0,40,5,5,7.9105906122564775
Narail,Kharif 1,Beans,360.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,134.2247474747475,1207.0,kidneybeans,361,0,41,5,5,7.0967213784947605
Narayanganj,Kharif 1,Beans,785.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,169.94262295081967,2039.0,kidneybeans,362,0,42,5,5,7.620705086838262
Narsingdi,Kharif 1,Beans,2661.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,169.94262295081967,11665.0,kidneybeans,363,0,43,5,5,9.364433907313582
Natore,Kharif 1,Beans,560.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,124.92,1328.0,kidneybeans,364,0,44,5,5,7.192182058713246
Netrokona,Kharif 1,Beans,595.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,181.08838383838383,1574.0,kidneybeans,365,0,45,5,5,7.362010551259734
Nilphamari,Kharif 1,Beans,400.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,179.6013888888889,1187.0,kidneybeans,366,0,46,5,5,7.080026499922591
Noakhali,Kharif 1,Beans,1139.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,185.7563131313132,2008.0,kidneybeans,367,0,47,5,5,7.605392364814935
Pabna,Kharif 1,Beans,718.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,124.92,1994.0,kidneybeans,368,0,48,5,5,7.598399329323964
Panchagar,Kharif 1,Beans,463.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,154.21843434343435,1382.0,kidneybeans,369,0,49,5,5,7.232010331664759
Patuakhali,Kharif 1,Beans,187.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,207.8076923076923,170.0,kidneybeans,370,0,50,5,5,5.14166355650266
Pirojpur,Kharif 1,Beans,326.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,175.42564102564103,579.0,kidneybeans,371,0,51,5,5,6.363028103540465
Rajbari,Kharif 1,Beans,468.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,155.864898989899,1145.0,kidneybeans,372,0,52,5,5,7.044032897274685
Rajshahi,Kharif 1,Beans,1097.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,124.92,4207.0,kidneybeans,373,0,53,5,5,8.344742754417545
Rangamati,Kharif 1,Beans,634.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,204.11111111111111,907.0,kidneybeans,374,0,54,5,5,6.811244378601294
Rangpur,Kharif 1,Beans,544.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,179.6013888888889,930.0,kidneybeans,375,0,55,5,5,6.836259277277067
Satkhira,Kharif 1,Beans,689.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,140.35353535353536,1746.0,kidneybeans,376,0,56,5,5,7.465655310134056
Shariatpur,Kharif 1,Beans,398.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,155.864898989899,868.0,kidneybeans,377,0,57,5,5,6.767343125265392
Sherpur,Kharif 1,Beans,533.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,181.08838383838383,1679.0,kidneybeans,378,0,58,5,5,7.426549072397305
Sirajganj,Kharif 1,Beans,490.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,142.85416666666666,1107.0,kidneybeans,379,0,59,5,5,7.010311867307229
Sunamganj,Kharif 1,Beans,1620.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,333.72557471264366,13988.0,kidneybeans,380,0,60,5,5,9.546026585476431
Sylhet,Kharif 1,Beans,2305.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,333.72557471264366,5351.0,kidneybeans,381,0,61,5,5,8.585225601808064
Tangail,Kharif 1,Beans,1887.0,20.75,67.54,20.05,5.75,16.0,10.0,22.0,67.5,75.0,60.0,153.4104938271605,3425.0,kidneybeans,382,0,62,5,5,8.139148678884066
