District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,AP Ratio,Transplant,Growth,Harvest,Production,Crop_Label_22,_orig_id
Bhola,Kharif 1,Aus,225181.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,185.23090277777777,0.7846976432,March,April to july,Aug,176699.0,rice,132
Bogura,Kharif 1,Aus,79878.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,142.85416666666666,0.9793184607,March,April to july,Aug,78226.0,rice,133
Brahmanbaria,Kharif 1,Aus,28171.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,185.7563131313132,1.044016897,March,April to july,Aug,29411.0,rice,134
Chandpur,Kharif 1,Aus,26157.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,168.796875,1.04304775,March,April to july,Aug,27283.0,rice,135
Chapai Nawabganj,Kharif 1,Aus,112725.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,124.92,1.093138168,March,April to july,Aug,123224.0,rice,136
Chattogram,Kharif 1,Aus,87232.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,243.94444444444449,1.168241012,March,April to july,Aug,101908.0,rice,137
Chuadanga,Kharif 1,Aus,105578.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,129.44444444444446,1.08818125,March,April to july,Aug,114888.0,rice,138
CoxsBazar,Kharif 1,Aus,7479.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,303.40277777777777,1.064447119,March,April to july,Aug,7961.0,rice,139
Cumilla,Kharif 1,Aus,194395.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,185.7563131313132,0.9509400962,March,April to july,Aug,184858.0,rice,140
Dhaka,Kharif 1,Aus,1454.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,169.94262295081967,0.7902338377,March,April to july,Aug,1149.0,rice,141
Dinajpur,Kharif 1,Aus,28663.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,154.21843434343435,0.8469804277,March,April to july,Aug,24277.0,rice,142
Faridpur,Kharif 1,Aus,21437.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,155.864898989899,0.6256938937,March,April to july,Aug,13413.0,rice,143
Feni,Kharif 1,Aus,27313.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,248.1727642276423,0.8943726431,March,April to july,Aug,24428.0,rice,144
Gaibandha,Kharif 1,Aus,34902.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,179.6013888888889,0.8496074724,March,April to july,Aug,29653.0,rice,145
Gazipur,Kharif 1,Aus,3943.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,169.94262295081967,1.305351255,March,April to july,Aug,5147.0,rice,146
Gopalganj,Kharif 1,Aus,9664.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,155.864898989899,1.432326159,March,April to july,Aug,13842.0,rice,147
Habiganj,Kharif 1,Aus,191786.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,333.72557471264366,1.085219985,March,April to july,Aug,208130.0,rice,148
Jamalpur,Kharif 1,Aus,9975.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,181.08838383838383,0.9179949875,March,April to july,Aug,9157.0,rice,149
Jashore,Kharif 1,Aus,41981.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,134.2247474747475,1.262070937,March,April to july,Aug,52983.0,rice,150
Jhallokati,Kharif 1,Aus,39679.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,175.42564102564103,1.070692306,March,April to july,Aug,42484.0,rice,151
Jhenaidah,Kharif 1,Aus,87423.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,134.2247474747475,1.223591046,March,April to july,Aug,106970.0,rice,152
Joypurhat,Kharif 1,Aus,1038.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,142.85416666666666,0.9441233141,March,April to july,Aug,980.0,rice,153
Khagrachari,Kharif 1,Aus,11154.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,204.11111111111111,1.009144701,March,April to july,Aug,11256.0,rice,154
Khulna,Kharif 1,Aus,9017.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,144.96843434343435,0.5480758567,March,April to july,Aug,4942.0,rice,155
Kishoreganj,Kharif 1,Aus,66014.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,181.08838383838383,1.050216621,March,April to july,Aug,69329.0,rice,156
Kurigram,Kharif 1,Aus,16357.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,179.6013888888889,0.8437977624,March,April to july,Aug,13802.0,rice,157
Kushtia,Kharif 1,Aus,67774.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,129.44444444444446,1.167424086,March,April to july,Aug,79121.0,rice,158
Lakshmipur,Kharif 1,Aus,80238.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,185.7563131313132,0.8856152945,March,April to july,Aug,71060.0,rice,159
Lalmonirhat,Kharif 1,Aus,27851.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,179.6013888888889,1.01267459,March,April to july,Aug,28204.0,rice,160
Madaripur,Kharif 1,Aus,4854.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,160.41666666666666,0.6847960445,March,April to july,Aug,3324.0,rice,161
Magura,Kharif 1,Aus,14520.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,134.2247474747475,0.8349173554,March,April to july,Aug,12123.0,rice,162
Manikganj,Kharif 1,Aus,8158.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,169.94262295081967,0.8540083354,March,April to july,Aug,6967.0,rice,163
Meherpur,Kharif 1,Aus,51464.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,129.44444444444446,1.24450101,March,April to july,Aug,64047.0,rice,164
Moulvibazar,Kharif 1,Aus,129959.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,333.72557471264366,1.211181988,March,April to july,Aug,157404.0,rice,165
Munshiganj,Kharif 1,Aus,447.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,169.94262295081967,0.8970917226,March,April to july,Aug,401.0,rice,166
Mymensingh,Kharif 1,Aus,58364.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,181.08838383838383,0.9350627099,March,April to july,Aug,54574.0,rice,167
Naogaon,Kharif 1,Aus,158927.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,124.92,1.077677173,March,April to july,Aug,171272.0,rice,168
Narail,Kharif 1,Aus,22828.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,134.2247474747475,0.8399334151,March,April to july,Aug,19174.0,rice,169
Narayanganj,Kharif 1,Aus,6054.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,169.94262295081967,0.9326065411,March,April to july,Aug,5646.0,rice,170
Narsingdi,Kharif 1,Aus,3735.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,169.94262295081967,1.089959839,March,April to july,Aug,4071.0,rice,171
Natore,Kharif 1,Aus,24015.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,124.92,1.151405372,March,April to july,Aug,27651.0,rice,172
Netrokona,Kharif 1,Aus,3609.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,181.08838383838383,0.9614851759,March,April to july,Aug,3470.0,rice,173
Nilphamari,Kharif 1,Aus,4312.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,179.6013888888889,0.8267625232,March,April to july,Aug,3565.0,rice,174
Noakhali,Kharif 1,Aus,99075.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,185.7563131313132,0.8683017916,March,April to july,Aug,86027.0,rice,175
Pabna,Kharif 1,Aus,59351.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,124.92,0.8480733265,March,April to july,Aug,50334.0,rice,176
Panchagar,Kharif 1,Aus,6020.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,154.21843434343435,1.027408638,March,April to july,Aug,6185.0,rice,177
Patuakhali,Kharif 1,Aus,83287.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,207.8076923076923,1.017097506,March,April to july,Aug,84711.0,rice,178
Pirojpur,Kharif 1,Aus,33909.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,175.42564102564103,0.948538736,March,April to july,Aug,32164.0,rice,179
Rajbari,Kharif 1,Aus,6411.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,155.864898989899,0.6995788489,March,April to july,Aug,4485.0,rice,180
Rajshahi,Kharif 1,Aus,108931.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,124.92,1.151600554,March,April to july,Aug,125445.0,rice,181
Rangamati,Kharif 1,Aus,14523.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,204.11111111111111,0.6259725952,March,April to july,Aug,9091.0,rice,182
Rangpur,Kharif 1,Aus,63967.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,179.6013888888889,1.11011928,March,April to july,Aug,71011.0,rice,183
Satkhira,Kharif 1,Aus,19706.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,140.35353535353536,1.143306607,March,April to july,Aug,22530.0,rice,184
Shariatpur,Kharif 1,Aus,30842.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,155.864898989899,0.9831074509,March,April to july,Aug,30321.0,rice,185
Sherpur,Kharif 1,Aus,12847.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,181.08838383838383,0.948859656,March,April to july,Aug,12190.0,rice,186
Sirajganj,Kharif 1,Aus,25932.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,142.85416666666666,1.043884004,March,April to july,Aug,27070.0,rice,187
Sunamganj,Kharif 1,Aus,50522.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,333.72557471264366,1.088654448,March,April to july,Aug,55001.0,rice,188
Sylhet,Kharif 1,Aus,183424.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,333.72557471264366,1.07249324,March,April to july,Aug,196721.0,rice,189
Tangail,Kharif 1,Aus,2964.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,153.4104938271605,0.866734143,March,April to july,Aug,2569.0,rice,190
Thakurgaon,Kharif 1,Aus,61148.0,79.89,47.58,39.87,6.43,26.0,12.0,40.0,72.5,85.0,60.0,154.21843434343435,1.07875973,March,April to july,Aug,65964.0,rice,191
Bagerhat,Rabi,Banana,2077.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,144.96843434343435,4.158401541,Jan,Jan to Jan,Jan,8637.0,banana,192
Bandarban,Rabi,Banana,3830.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,243.94444444444449,4.812010444,Jan,Jan to Jan,Jan,18430.0,banana,193
Barguna,Rabi,Banana,305.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,207.8076923076923,4.580327869,Jan,Jan to Jan,Jan,1397.0,banana,194
Barishal,Rabi,Banana,1760.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,175.42564102564103,3.284659091,Jan,Jan to Jan,Jan,5781.0,banana,195
Bhola,Rabi,Banana,563.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,185.23090277777777,3.621669627,Jan,Jan to Jan,Jan,2039.0,banana,196
Bogura,Rabi,Banana,2572.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,142.85416666666666,7.9062986,Jan,Jan to Jan,Jan,20335.0,banana,197
Brahmanbaria,Rabi,Banana,269.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,185.7563131313132,3.828996283,Jan,Jan to Jan,Jan,1030.0,banana,198
Chandpur,Rabi,Banana,990.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,168.796875,5.182828283,Jan,Jan to Jan,Jan,5131.0,banana,199
Chapai Nawabganj,Rabi,Banana,419.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,124.92,8.102625298,Jan,Jan to Jan,Jan,3395.0,banana,200
Chattogram,Rabi,Banana,2961.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,243.94444444444449,4.901384667,Jan,Jan to Jan,Jan,14513.0,banana,201
Chuadanga,Rabi,Banana,1813.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,129.44444444444446,9.927744071,Jan,Jan to Jan,Jan,17999.0,banana,202
CoxsBazar,Rabi,Banana,854.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,303.40277777777777,2.710772834,Jan,Jan to Jan,Jan,2315.0,banana,203
Cumilla,Rabi,Banana,849.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,185.7563131313132,4.628975265,Jan,Jan to Jan,Jan,3930.0,banana,204
Dhaka,Rabi,Banana,588.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,169.94262295081967,6.930272109,Jan,Jan to Jan,Jan,4075.0,banana,205
Dinajpur,Rabi,Banana,2772.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,154.21843434343435,10.43001443,Jan,Jan to Jan,Jan,28912.0,banana,206
Faridpur,Rabi,Banana,202.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,155.864898989899,3.089108911,Jan,Jan to Jan,Jan,624.0,banana,207
Feni,Rabi,Banana,483.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,248.1727642276423,4.461697723,Jan,Jan to Jan,Jan,2155.0,banana,208
Gaibandha,Rabi,Banana,3459.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,179.6013888888889,18.04191963,Jan,Jan to Jan,Jan,62407.0,banana,209
Gazipur,Rabi,Banana,1499.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,169.94262295081967,6.112741828,Jan,Jan to Jan,Jan,9163.0,banana,210
Gopalganj,Rabi,Banana,909.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,155.864898989899,5.922992299,Jan,Jan to Jan,Jan,5384.0,banana,211
Habiganj,Rabi,Banana,279.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,333.72557471264366,2.777777778,Jan,Jan to Jan,Jan,775.0,banana,212
Jamalpur,Rabi,Banana,1324.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,181.08838383838383,5.530966767,Jan,Jan to Jan,Jan,7323.0,banana,213
Jashore,Rabi,Banana,1973.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,134.2247474747475,5.144450076,Jan,Jan to Jan,Jan,10150.0,banana,214
Jhallokati,Rabi,Banana,2910.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,175.42564102564103,3.264604811,Jan,Jan to Jan,Jan,9500.0,banana,215
Jhenaidah,Rabi,Banana,8152.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,134.2247474747475,6.176521099,Jan,Jan to Jan,Jan,50351.0,banana,216
Joypurhat,Rabi,Banana,416.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,142.85416666666666,7.34375,Jan,Jan to Jan,Jan,3055.0,banana,217
Khagrachari,Rabi,Banana,7462.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,204.11111111111111,3.610024122,Jan,Jan to Jan,Jan,26938.0,banana,218
Khulna,Rabi,Banana,305.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,144.96843434343435,16.79672131,Jan,Jan to Jan,Jan,5123.0,banana,219
Kishoreganj,Rabi,Banana,1536.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,181.08838383838383,7.524088542,Jan,Jan to Jan,Jan,11557.0,banana,220
Kurigram,Rabi,Banana,520.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,179.6013888888889,10.18461538,Jan,Jan to Jan,Jan,5296.0,banana,221
Kushtia,Rabi,Banana,1760.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,129.44444444444446,21.00113636,Jan,Jan to Jan,Jan,36962.0,banana,222
Lakshmipur,Rabi,Banana,3250.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,185.7563131313132,3.825230769,Jan,Jan to Jan,Jan,12432.0,banana,223
Lalmonirhat,Rabi,Banana,277.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,179.6013888888889,10.83393502,Jan,Jan to Jan,Jan,3001.0,banana,224
Madaripur,Rabi,Banana,1584.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,160.41666666666666,7.698863636,Jan,Jan to Jan,Jan,12195.0,banana,225
Magura,Rabi,Banana,563.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,134.2247474747475,26.32149201,Jan,Jan to Jan,Jan,14819.0,banana,226
Manikganj,Rabi,Banana,601.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,169.94262295081967,3.271214642,Jan,Jan to Jan,Jan,1966.0,banana,227
Meherpur,Rabi,Banana,2432.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,129.44444444444446,15.37787829,Jan,Jan to Jan,Jan,37399.0,banana,228
Moulvibazar,Rabi,Banana,269.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,333.72557471264366,5.289962825,Jan,Jan to Jan,Jan,1423.0,banana,229
Munshiganj,Rabi,Banana,170.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,169.94262295081967,3.805882353,Jan,Jan to Jan,Jan,647.0,banana,230
Mymensingh,Rabi,Banana,5325.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,181.08838383838383,6.798122066,Jan,Jan to Jan,Jan,36200.0,banana,231
Naogaon,Rabi,Banana,1631.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,124.92,8.50030656,Jan,Jan to Jan,Jan,13864.0,banana,232
Narail,Rabi,Banana,638.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,134.2247474747475,6.887147335,Jan,Jan to Jan,Jan,4394.0,banana,233
Narayanganj,Rabi,Banana,195.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,169.94262295081967,5.128205128,Jan,Jan to Jan,Jan,1000.0,banana,234
Narsingdi,Rabi,Banana,3677.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,169.94262295081967,6.819146043,Jan,Jan to Jan,Jan,25074.0,banana,235
Natore,Rabi,Banana,856.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,124.92,16.77570093,Jan,Jan to Jan,Jan,14360.0,banana,236
Netrokona,Rabi,Banana,804.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,181.08838383838383,5.706467662,Jan,Jan to Jan,Jan,4588.0,banana,237
Nilphamari,Rabi,Banana,439.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,179.6013888888889,8.364464692,Jan,Jan to Jan,Jan,3672.0,banana,238
Noakhali,Rabi,Banana,1212.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,185.7563131313132,2.882013201,Jan,Jan to Jan,Jan,3493.0,banana,239
Pabna,Rabi,Banana,756.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,124.92,7.35978836,Jan,Jan to Jan,Jan,5564.0,banana,240
Panchagar,Rabi,Banana,402.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,154.21843434343435,12.6119403,Jan,Jan to Jan,Jan,5070.0,banana,241
Patuakhali,Rabi,Banana,561.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,207.8076923076923,3.360071301,Jan,Jan to Jan,Jan,1885.0,banana,242
Pirojpur,Rabi,Banana,2786.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,175.42564102564103,4.829145729,Jan,Jan to Jan,Jan,13454.0,banana,243
Rajbari,Rabi,Banana,1071.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,155.864898989899,5.843137255,Jan,Jan to Jan,Jan,6258.0,banana,244
Rajshahi,Rabi,Banana,4672.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,124.92,10.23587329,Jan,Jan to Jan,Jan,47822.0,banana,245
Rangamati,Rabi,Banana,9230.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,204.11111111111111,4.629902492,Jan,Jan to Jan,Jan,42734.0,banana,246
Rangpur,Rabi,Banana,2321.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,179.6013888888889,5.618698837,Jan,Jan to Jan,Jan,13041.0,banana,247
Satkhira,Rabi,Banana,995.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,140.35353535353536,6.271356784,Jan,Jan to Jan,Jan,6240.0,banana,248
Shariatpur,Rabi,Banana,413.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,155.864898989899,3.784503632,Jan,Jan to Jan,Jan,1563.0,banana,249
Sherpur,Rabi,Banana,623.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,181.08838383838383,5.585874799,Jan,Jan to Jan,Jan,3480.0,banana,250
Sirajganj,Rabi,Banana,583.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,142.85416666666666,7.468267581,Jan,Jan to Jan,Jan,4354.0,banana,251
Sunamganj,Rabi,Banana,325.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,333.72557471264366,5.996923077,Jan,Jan to Jan,Jan,1949.0,banana,252
Sylhet,Rabi,Banana,855.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,333.72557471264366,3.907602339,Jan,Jan to Jan,Jan,3341.0,banana,253
Tangail,Rabi,Banana,11391.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,153.4104938271605,7.752962865,Jan,Jan to Jan,Jan,88314.0,banana,254
Thakurgaon,Rabi,Banana,1161.0,100.23,82.01,50.05,5.98,25.0,15.0,35.0,80.0,85.0,75.0,154.21843434343435,5.043066322,Jan,Jan to Jan,Jan,5855.0,banana,255
Bagerhat,Kharif 2,Barbati,457.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,144.96843434343435,1.192560175,Sep,Oct to Dec,December to April,545.0,kidneybeans,256
Bandarban,Kharif 2,Barbati,318.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,243.94444444444449,1.301886792,Sep,Oct to Dec,December to April,414.0,kidneybeans,257
Barguna,Kharif 2,Barbati,89.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,207.8076923076923,1.449438202,Sep,Oct to Dec,December to April,129.0,kidneybeans,258
Barishal,Kharif 2,Barbati,325.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,175.42564102564103,1.347692308,Sep,Oct to Dec,December to April,438.0,kidneybeans,259
Bhola,Kharif 2,Barbati,243.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,185.23090277777777,1.962962963,Sep,Oct to Dec,December to April,477.0,kidneybeans,260
Bogura,Kharif 2,Barbati,296.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,142.85416666666666,2.043918919,Sep,Oct to Dec,December to April,605.0,kidneybeans,261
Brahmanbaria,Kharif 2,Barbati,207.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,185.7563131313132,1.555555556,Sep,Oct to Dec,December to April,322.0,kidneybeans,262
Chandpur,Kharif 2,Barbati,82.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,168.796875,0.6463414634,Sep,Oct to Dec,December to April,53.0,kidneybeans,263
Chapai Nawabganj,Kharif 2,Barbati,85.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,124.92,1.117647059,Sep,Oct to Dec,December to April,95.0,kidneybeans,264
Chattogram,Kharif 2,Barbati,1497.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,243.94444444444449,1.936539746,Sep,Oct to Dec,December to April,2899.0,kidneybeans,265
Chuadanga,Kharif 2,Barbati,638.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,129.44444444444446,2.484326019,Sep,Oct to Dec,December to April,1585.0,kidneybeans,266
CoxsBazar,Kharif 2,Barbati,304.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,303.40277777777777,2.029605263,Sep,Oct to Dec,December to April,617.0,kidneybeans,267
Cumilla,Kharif 2,Barbati,440.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,185.7563131313132,1.995454545,Sep,Oct to Dec,December to April,878.0,kidneybeans,268
Dhaka,Kharif 2,Barbati,587.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,169.94262295081967,1.574105622,Sep,Oct to Dec,December to April,924.0,kidneybeans,269
Dinajpur,Kharif 2,Barbati,267.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,154.21843434343435,1.168539326,Sep,Oct to Dec,December to April,312.0,kidneybeans,270
Faridpur,Kharif 2,Barbati,241.0,20.75,67.54,20.05,5.75,25.0,20.0,30.0,72.5,85.0,60.0,155.864898989899,1.564315353,Sep,Oct to Dec,December to April,377.0,kidneybeans,271
