District,Season,Crop Name,Area,N,P,K,ph,Avg Temp,Min Temp,Max Temp,Avg Humidity,Min Relative Humidity,Max Relative Humidity,Rainfall,Production,Crop_Label_22,Season_enc,District_enc,Crop_enc,Crop_22_enc,Production_log
Munshiganj,Rabi,Lemon,49,20.1,16.14,9.94,6.9,17.5,10.0,25,77.5,95,60,169.94262295081967,121,orange,2,38,14,11,4.804021044733257
Mymensingh,Rabi,Lemon,1292,18.99,16.26,9.78,6.96,17.5,10.0,25,77.5,95,60,181.08838383838383,5540,orange,2,39,14,11,8.61993026886735
Naogaon,Rabi,Lemon,483,18.38,17.52,9.98,7.14,17.5,10.0,25,77.5,95,60,124.92,752,orange,2,40,14,11,6.6240652277998935
Narail,Rabi,Lemon,413,20.41,17.46,10.21,7.32,17.5,10.0,25,77.5,95,60,134.2247474747475,909,orange,2,41,14,11,6.813444599510896
Narayanganj,Rabi,Lemon,309,19.87,15.31,10.55,6.89,17.5,10.0,25,77.5,95,60,169.94262295081967,29,orange,2,42,14,11,3.4011973816621555
Narsingdi,Rabi,Lemon,346,18.92,16.6,10.01,7.04,17.5,10.0,25,77.5,95,60,169.94262295081967,2551,orange,2,43,14,11,7.844632644464681
Natore,Rabi,Lemon,240,18.08,15.85,10.38,7.09,17.5,10.0,25,77.5,95,60,124.92,1292,orange,2,44,14,11,7.164720378771857
Netrokona,Rabi,Lemon,212,20.6,15.3,10.99,6.81,17.5,10.0,25,77.5,95,60,181.08838383838383,2038,orange,2,45,14,11,7.620214770574455
Nilphamari,Rabi,Lemon,144,20.34,16.33,10.24,7.02,17.5,10.0,25,77.5,95,60,179.6013888888889,295,orange,2,46,14,11,5.69035945432406
Noakhali,Rabi,Lemon,103,19.46,16.24,10.2,6.71,17.5,10.0,25,77.5,95,60,185.7563131313132,375,orange,2,47,14,11,5.929589143389895
Pabna,Rabi,Lemon,232,21.75,18.96,9.1,6.65,17.5,10.0,25,77.5,95,60,124.92,2036,orange,2,48,14,11,7.619233416226805
Panchagar,Rabi,Lemon,190,18.32,16.98,8.43,7.1,17.5,10.0,25,77.5,95,60,154.21843434343435,450,orange,2,49,14,11,6.111467339502679
Patuakhali,Rabi,Lemon,550,17.79,15.18,10.24,6.94,17.5,10.0,25,77.5,95,60,207.8076923076923,310,orange,2,50,14,11,5.739792912179234
Pirojpur,Rabi,Lemon,365,18.77,15.99,9.95,7.06,17.5,10.0,25,77.5,95,60,175.42564102564103,497,orange,2,51,14,11,6.210600077024653
Rajbari,Rabi,Lemon,183,19.53,17.56,9.7,7.02,17.5,10.0,25,77.5,95,60,155.864898989899,1322,orange,2,52,14,11,7.187657164114956
Rajshahi,Rabi,Lemon,201,19.87,18.62,10.16,6.81,17.5,10.0,25,77.5,95,60,124.92,3785,orange,2,53,14,11,8.239065331769268
Rangamati,Rabi,Lemon,1220,19.3,14.98,9.97,7.01,17.5,10.0,25,77.5,95,60,204.11111111111111,4124,orange,2,54,14,11,8.324821298768782
Rangpur,Rabi,Lemon,121,19.99,14.68,10.69,6.76,17.5,10.0,25,77.5,95,60,179.6013888888889,360,orange,2,55,14,11,5.8888779583328805
Satkhira,Rabi,Lemon,321,18.11,18.41,10.06,7.31,17.5,10.0,25,77.5,95,60,140.35353535353536,389,orange,2,56,14,11,5.966146739123692
Shariatpur,Rabi,Lemon,191,21.28,16.94,9.56,6.73,17.5,10.0,25,77.5,95,60,155.864898989899,478,orange,2,57,14,11,6.171700597410915
Sherpur,Rabi,Lemon,114,19.48,15.69,10.6,6.98,17.5,10.0,25,77.5,95,60,181.08838383838383,304,orange,2,58,14,11,5.720311776607412
Sirajganj,Rabi,Lemon,94,20.89,17.08,9.88,6.8,17.5,10.0,25,77.5,95,60,142.85416666666666,482,orange,2,59,14,11,6.180016653652572
Sunamganj,Rabi,Lemon,147,19.98,13.93,10.33,7.14,17.5,10.0,25,77.5,95,60,333.72557471264366,764,orange,2,60,14,11,6.639875833826536
Sylhet,Rabi,Lemon,235,20.12,16.55,9.72,6.95,17.5,10.0,25,77.5,95,60,333.72557471264366,312,orange,2,61,14,11,5.746203190540153
Tangail,Rabi,Lemon,452,20.25,16.88,9.62,6.91,17.5,10.0,25,77.5,95,60,153.4104938271605,1655,orange,2,62,14,11,7.412160334945205
Thakurgaon,Rabi,Lemon,1225,20.11,17.47,10.06,7.2,17.5,10.0,25,77.5,95,60,154.21843434343435,326,orange,2,63,14,11,5.7899601708972535
Bagerhat,Kharif 2,Lentil,1449,19.49,64.2,19.42,6.94,15.0,10.0,20,90.0,95,85,144.96843434343435,491,lentil,1,0,15,6,6.198478716492308
Bandarban,Kharif 2,Lentil,27,20.27,68.71,19.97,7.04,15.0,10.0,20,90.0,95,85,243.94444444444449,10,lentil,1,1,15,6,2.3978952727983707
Barguna,Kharif 2,Lentil,177,18.99,64.56,19.1,6.73,15.0,10.0,20,90.0,95,85,207.8076923076923,65,lentil,1,2,15,6,4.189654742026425
Barishal,Kharif 2,Lentil,4293,19.57,69.41,17.27,6.64,15.0,10.0,20,90.0,95,85,175.42564102564103,1866,lentil,1,3,15,6,7.532088143541722
Bhola,Kharif 2,Lentil,1584,18.67,64.69,18.91,6.95,15.0,10.0,20,90.0,95,85,185.23090277777777,725,lentil,1,4,15,6,6.587550014824796
Bogura,Kharif 2,Lentil,923,20.39,66.69,20.33,6.86,15.0,10.0,20,90.0,95,85,142.85416666666666,391,lentil,1,5,15,6,5.971261839790462
Brahmanbaria,Kharif 2,Lentil,2861,18.01,64.28,19.06,7.06,15.0,10.0,20,90.0,95,85,185.7563131313132,867,lentil,1,6,15,6,6.7661917146603505
Chandpur,Kharif 2,Lentil,551,20.8,71.03,19.12,6.91,15.0,10.0,20,90.0,95,85,168.796875,218,lentil,1,7,15,6,5.389071729816501
Chapai Nawabganj,Kharif 2,Lentil,5307,18.72,71.88,20.56,6.97,15.0,10.0,20,90.0,95,85,124.92,1608,lentil,1,8,15,6,7.3833681469923835
Chattogram,Kharif 2,Lentil,256,17.16,67.4,18.58,6.59,15.0,10.0,20,90.0,95,85,243.94444444444449,59,lentil,1,9,15,6,4.0943445622221
Chuadanga,Kharif 2,Lentil,4477,18.91,68.52,17.61,7.32,15.0,10.0,20,90.0,95,85,129.44444444444446,1851,lentil,1,10,15,6,7.524021415206125
Cumilla,Kharif 2,Lentil,960,19.72,67.13,18.85,7.08,15.0,10.0,20,90.0,95,85,185.7563131313132,257,lentil,1,12,15,6,5.552959584921617
Dhaka,Kharif 2,Lentil,617,18.04,68.15,18.28,6.76,15.0,10.0,20,90.0,95,85,169.94262295081967,272,lentil,1,13,15,6,5.60947179518496
Dinajpur,Kharif 2,Lentil,100,18.27,79.11,19.21,6.99,15.0,10.0,20,90.0,95,85,154.21843434343435,38,lentil,1,14,15,6,3.6635616461296463
Faridpur,Kharif 2,Lentil,41417,16.64,63.8,19.98,6.66,15.0,10.0,20,90.0,95,85,155.864898989899,28646,lentil,1,15,15,6,10.262804004618312
Feni,Kharif 2,Lentil,1122,18.26,74.37,19.4,7.02,15.0,10.0,20,90.0,95,85,248.1727642276423,513,lentil,1,16,15,6,6.2422232654551655
Gaibandha,Kharif 2,Lentil,1296,16.04,72.45,19.77,6.86,15.0,10.0,20,90.0,95,85,179.6013888888889,963,lentil,1,17,15,6,6.871091294610546
Gazipur,Kharif 2,Lentil,172,16.99,69.51,21.52,6.94,15.0,10.0,20,90.0,95,85,169.94262295081967,68,lentil,1,18,15,6,4.23410650459726
Gopalganj,Kharif 2,Lentil,9399,19.63,75.57,19.01,7.08,15.0,10.0,20,90.0,95,85,155.864898989899,3819,lentil,1,19,15,6,8.24800570160062
Habiganj,Kharif 2,Lentil,40,19.65,69.89,19.73,6.67,15.0,10.0,20,90.0,95,85,333.72557471264366,9,lentil,1,20,15,6,2.302585092994046
Jamalpur,Kharif 2,Lentil,765,19.25,69.96,18.82,6.79,15.0,10.0,20,90.0,95,85,181.08838383838383,266,lentil,1,21,15,6,5.58724865840025
Jashore,Kharif 2,Lentil,24551,17.68,68.14,18.42,7.03,15.0,10.0,20,90.0,95,85,134.2247474747475,11898,lentil,1,22,15,6,9.384209641955154
Jhallokati,Kharif 2,Lentil,683,18.72,73.38,18.73,7.37,15.0,10.0,20,90.0,95,85,175.42564102564103,321,lentil,1,23,15,6,5.7745515455444085
Jhenaidah,Kharif 2,Lentil,29147,18.77,72.86,18.85,6.9,15.0,10.0,20,90.0,95,85,134.2247474747475,16486,lentil,1,24,15,6,9.710327470561179
Joypurhat,Kharif 2,Lentil,333,17.47,65.79,19.83,7.05,15.0,10.0,20,90.0,95,85,142.85416666666666,163,lentil,1,25,15,6,5.099866427824199
Khagrachari,Kharif 2,Lentil,67,20.46,62.95,22.15,6.91,15.0,10.0,20,90.0,95,85,204.11111111111111,17,lentil,1,26,15,6,2.8903717578961645
Khulna,Kharif 2,Lentil,225,19.76,67.53,18.58,7.33,15.0,10.0,20,90.0,95,85,144.96843434343435,71,lentil,1,27,15,6,4.276666119016055
Kishoreganj,Kharif 2,Lentil,260,18.52,65.08,18.92,6.57,15.0,10.0,20,90.0,95,85,181.08838383838383,100,lentil,1,28,15,6,4.61512051684126
Kurigram,Kharif 2,Lentil,1411,18.8,68.1,19.34,6.95,15.0,10.0,20,90.0,95,85,179.6013888888889,537,lentil,1,29,15,6,6.2878585601617845
Kushtia,Kharif 2,Lentil,21146,19.0,73.44,19.87,6.59,15.0,10.0,20,90.0,95,85,129.44444444444446,12532,lentil,1,30,15,6,9.436120444611522
Lakshmipur,Kharif 2,Lentil,64,16.47,66.48,19.72,6.41,15.0,10.0,20,90.0,95,85,185.7563131313132,18,lentil,1,31,15,6,2.9444389791664403
Lalmonirhat,Kharif 2,Lentil,104,18.49,68.18,20.91,6.99,15.0,10.0,20,90.0,95,85,179.6013888888889,43,lentil,1,32,15,6,3.784189633918261
Madaripur,Kharif 2,Lentil,11427,18.0,68.6,16.58,6.96,15.0,10.0,20,90.0,95,85,160.41666666666666,5400,lentil,1,33,15,6,8.594339400592892
Magura,Kharif 2,Lentil,32570,17.64,71.84,16.63,6.87,15.0,10.0,20,90.0,95,85,134.2247474747475,11610,lentil,1,34,15,6,9.359708203627006
Manikganj,Kharif 2,Lentil,2235,18.45,59.14,18.83,6.91,15.0,10.0,20,90.0,95,85,169.94262295081967,1006,lentil,1,35,15,6,6.914730892718563
Meherpur,Kharif 2,Lentil,14079,20.79,65.87,20.69,7.57,15.0,10.0,20,90.0,95,85,129.44444444444446,7374,lentil,1,36,15,6,8.905851181208021
Moulvibazar,Kharif 2,Lentil,70,19.49,69.23,17.59,6.88,15.0,10.0,20,90.0,95,85,333.72557471264366,30,lentil,1,37,15,6,3.4339872044851463
Munshiganj,Kharif 2,Lentil,40,18.13,73.28,15.91,7.04,15.0,10.0,20,90.0,95,85,169.94262295081967,14,lentil,1,38,15,6,2.70805020110221
Mymensingh,Kharif 2,Lentil,728,19.41,66.34,20.08,6.79,15.0,10.0,20,90.0,95,85,181.08838383838383,375,lentil,1,39,15,6,5.929589143389895
Naogaon,Kharif 2,Lentil,432,20.35,60.66,19.69,6.99,15.0,10.0,20,90.0,95,85,124.92,216,lentil,1,40,15,6,5.37989735354046
Narail,Kharif 2,Lentil,13887,19.81,70.9,18.14,6.88,15.0,10.0,20,90.0,95,85,134.2247474747475,6774,lentil,1,41,15,6,8.820994645747902
Narayanganj,Kharif 2,Lentil,247,18.84,65.75,18.26,6.84,15.0,10.0,20,90.0,95,85,169.94262295081967,71,lentil,1,42,15,6,4.276666119016055
Narsingdi,Kharif 2,Lentil,48,18.04,63.48,18.28,7.31,15.0,10.0,20,90.0,95,85,169.94262295081967,14,lentil,1,43,15,6,2.70805020110221
Natore,Kharif 2,Lentil,30860,19.56,65.8,19.54,7.17,15.0,10.0,20,90.0,95,85,124.92,18460,lentil,1,44,15,6,9.82341567777057
Netrokona,Kharif 2,Lentil,92,19.21,67.6,18.68,6.96,15.0,10.0,20,90.0,95,85,181.08838383838383,36,lentil,1,45,15,6,3.6109179126442243
Nilphamari,Kharif 2,Lentil,21,19.78,65.88,19.99,6.45,15.0,10.0,20,90.0,95,85,179.6013888888889,9,lentil,1,46,15,6,2.302585092994046
Noakhali,Kharif 2,Lentil,86,19.49,59.31,16.09,6.85,15.0,10.0,20,90.0,95,85,185.7563131313132,30,lentil,1,47,15,6,3.4339872044851463
Pabna,Kharif 2,Lentil,26691,19.95,72.04,18.41,7.49,15.0,10.0,20,90.0,95,85,124.92,13309,lentil,1,48,15,6,9.496270911389157
Panchagar,Kharif 2,Lentil,179,18.17,73.59,18.1,6.88,15.0,10.0,20,90.0,95,85,154.21843434343435,60,lentil,1,49,15,6,4.110873864173311
Patuakhali,Kharif 2,Lentil,602,20.25,71.03,19.11,7.16,15.0,10.0,20,90.0,95,85,207.8076923076923,219,lentil,1,50,15,6,5.393627546352362
Pirojpur,Kharif 2,Lentil,77,18.99,63.69,18.78,7.23,15.0,10.0,20,90.0,95,85,175.42564102564103,40,lentil,1,51,15,6,3.713572066704308
Rajbari,Kharif 2,Lentil,17356,21.11,67.53,20.34,6.98,15.0,10.0,20,90.0,95,85,155.864898989899,8979,lentil,1,52,15,6,9.102755161296246
Rajshahi,Kharif 2,Lentil,36337,17.99,68.33,17.24,6.75,15.0,10.0,20,90.0,95,85,124.92,18993,lentil,1,53,15,6,9.851878418802897
Rangamati,Kharif 2,Lentil,72,20.73,70.82,19.46,6.42,15.0,10.0,20,90.0,95,85,204.11111111111111,25,lentil,1,54,15,6,3.258096538021482
Rangpur,Kharif 2,Lentil,215,18.99,71.1,20.06,7.07,15.0,10.0,20,90.0,95,85,179.6013888888889,113,lentil,1,55,15,6,4.736198448394496
Satkhira,Kharif 2,Lentil,766,18.04,65.35,21.57,6.76,15.0,10.0,20,90.0,95,85,140.35353535353536,277,lentil,1,56,15,6,5.627621113690637
Shariatpur,Kharif 2,Lentil,5433,18.23,68.7,18.85,6.97,15.0,10.0,20,90.0,95,85,155.864898989899,2784,lentil,1,57,15,6,7.932003152361385
Sherpur,Kharif 2,Lentil,133,18.41,70.24,19.79,6.67,15.0,10.0,20,90.0,95,85,181.08838383838383,46,lentil,1,58,15,6,3.8501476017100584
Sirajganj,Kharif 2,Lentil,7010,19.25,74.33,17.31,6.87,15.0,10.0,20,90.0,95,85,142.85416666666666,3097,lentil,1,59,15,6,8.038512020976814
Sylhet,Kharif 2,Lentil,42,18.12,71.6,20.39,6.99,15.0,10.0,20,90.0,95,85,333.72557471264366,22,lentil,1,61,15,6,3.1354942159291497
Tangail,Kharif 2,Lentil,2716,18.74,68.7,19.4,6.7,15.0,10.0,20,90.0,95,85,153.4104938271605,747,lentil,1,62,15,6,6.617402977974478
Thakurgaon,Kharif 2,Lentil,464,21.18,74.15,20.78,7.18,15.0,10.0,20,90.0,95,85,154.21843434343435,182,lentil,1,63,15,6,5.209486152841421
Bandarban,Kharif 1,Maize 1,412,79.8,45.94,20.41,5.94,27.0,20.0,34,72.5,85,60,243.94444444444449,397,maize,0,1,16,7,5.986452005284438
Bogura,Kharif 1,Maize 1,1142,72.99,47.05,19.8,6.51,27.0,20.0,34,72.5,85,60,142.85416666666666,3150,maize,0,5,16,7,8.055475141757274
Brahmanbaria,Kharif 1,Maize 1,33,76.56,49.3,17.92,6.21,27.0,20.0,34,72.5,85,60,185.7563131313132,66,maize,0,6,16,7,4.204692619390966
Chandpur,Kharif 1,Maize 1,1778,69.98,49.79,21.4,6.23,27.0,20.0,34,72.5,85,60,168.796875,3972,maize,0,7,16,7,8.287276755814599
Chapai Nawabganj,Kharif 1,Maize 1,2259,79.62,49.01,19.06,6.04,27.0,20.0,34,72.5,85,60,124.92,4097,maize,0,8,16,7,8.318254328798846
Chuadanga,Kharif 1,Maize 1,49,75.51,53.38,17.93,6.28,27.0,20.0,34,72.5,85,60,129.44444444444446,98,maize,0,10,16,7,4.59511985013459
Dhaka,Kharif 1,Maize 1,6108,70.93,51.18,19.38,6.52,27.0,20.0,34,72.5,85,60,169.94262295081967,15942,maize,0,13,16,7,9.676775140407365
Dinajpur,Kharif 1,Maize 1,13541,78.81,45.44,21.52,6.02,27.0,20.0,34,72.5,85,60,154.21843434343435,39966,maize,0,14,16,7,10.595809392596285
Faridpur,Kharif 1,Maize 1,753,82.65,49.6,19.7,6.14,27.0,20.0,34,72.5,85,60,155.864898989899,1731,maize,0,15,16,7,7.4570320891223805
Feni,Kharif 1,Maize 1,166,85.62,53.7,17.6,6.32,27.0,20.0,34,72.5,85,60,248.1727642276423,482,maize,0,16,16,7,6.180016653652572
Gaibandha,Kharif 1,Maize 1,1246,75.62,47.81,20.85,6.03,27.0,20.0,34,72.5,85,60,179.6013888888889,4091,maize,0,17,16,7,8.316789127071518
Gazipur,Kharif 1,Maize 1,340,82.79,45.98,19.09,5.97,27.0,20.0,34,72.5,85,60,169.94262295081967,780,maize,0,18,16,7,6.660575149839686
Gopalganj,Kharif 1,Maize 1,27,77.58,46.54,20.62,5.85,27.0,20.0,34,72.5,85,60,155.864898989899,76,maize,0,19,16,7,4.343805421853684
Jamalpur,Kharif 1,Maize 1,12,81.88,46.16,17.96,6.15,27.0,20.0,34,72.5,85,60,181.08838383838383,36,maize,0,21,16,7,3.6109179126442243
Jashore,Kharif 1,Maize 1,76,80.8,47.36,19.99,6.8,27.0,20.0,34,72.5,85,60,134.2247474747475,283,maize,0,22,16,7,5.648974238161206
Jhenaidah,Kharif 1,Maize 1,212,84.65,48.49,20.38,6.08,27.0,20.0,34,72.5,85,60,134.2247474747475,615,maize,0,24,16,7,6.423246963533519
Khagrachari,Kharif 1,Maize 1,411,74.84,45.8,21.07,6.3,27.0,20.0,34,72.5,85,60,204.11111111111111,454,maize,0,26,16,7,6.12029741895095
Khulna,Kharif 1,Maize 1,10,79.61,52.86,20.04,6.16,27.0,20.0,34,72.5,85,60,144.96843434343435,19,maize,0,27,16,7,2.995732273553991
Kurigram,Kharif 1,Maize 1,6575,78.98,51.44,18.49,6.07,27.0,20.0,34,72.5,85,60,179.6013888888889,21402,maize,0,29,16,7,9.971286378100563
Kushtia,Kharif 1,Maize 1,1088,75.19,46.53,20.07,5.99,27.0,20.0,34,72.5,85,60,129.44444444444446,2839,maize,0,30,16,7,7.951559331155252
Manikganj,Kharif 1,Maize 1,13736,76.03,50.05,18.74,6.13,27.0,20.0,34,72.5,85,60,169.94262295081967,29431,maize,0,35,16,7,10.28983779678461
Munshiganj,Kharif 1,Maize 1,10584,83.12,50.18,20.69,6.19,27.0,20.0,34,72.5,85,60,169.94262295081967,23219,maize,0,38,16,7,10.052769255251883
Naogaon,Kharif 1,Maize 1,2419,76.07,49.79,19.72,6.14,27.0,20.0,34,72.5,85,60,124.92,5909,maize,0,40,16,7,8.684401110400144
Nilphamari,Kharif 1,Maize 1,3210,77.54,46.41,19.63,6.13,27.0,20.0,34,72.5,85,60,179.6013888888889,11183,maize,0,46,16,7,9.322239464473592
Pabna,Kharif 1,Maize 1,90,78.12,49.2,18.18,6.32,27.0,20.0,34,72.5,85,60,124.92,247,maize,0,48,16,7,5.5134287461649825
Panchagar,Kharif 1,Maize 1,2498,71.77,46.87,18.51,6.08,27.0,20.0,34,72.5,85,60,154.21843434343435,8669,maize,0,49,16,7,9.067624069774588
Rajbari,Kharif 1,Maize 1,34,70.5,49.46,19.08,5.95,27.0,20.0,34,72.5,85,60,155.864898989899,80,maize,0,52,16,7,4.394449154672439
Rangamati,Kharif 1,Maize 1,500,84.76,48.72,19.71,6.1,27.0,20.0,34,72.5,85,60,204.11111111111111,668,maize,0,54,16,7,6.505784060128229
Satkhira,Kharif 1,Maize 1,10,76.13,50.41,22.28,5.8,27.0,20.0,34,72.5,85,60,140.35353535353536,32,maize,0,56,16,7,3.4965075614664802
Sherpur,Kharif 1,Maize 1,136,76.26,47.48,21.17,6.38,27.0,20.0,34,72.5,85,60,181.08838383838383,478,maize,0,58,16,7,6.171700597410915
Sirajganj,Kharif 1,Maize 1,305,87.45,50.57,20.95,5.97,27.0,20.0,34,72.5,85,60,142.85416666666666,686,maize,0,59,16,7,6.532334292222349
Bagerhat,Rabi,Maize 2,421,76.55,50.64,21.58,5.83,20.5,14.0,27,60.0,70,50,144.96843434343435,946,maize,2,0,17,7,6.853299093186078
Bandarban,Rabi,Maize 2,373,76.84,50.22,20.51,6.18,20.5,14.0,27,60.0,70,50,243.94444444444449,545,maize,2,1,17,7,6.302618975744905
Barguna,Rabi,Maize 2,126,77.43,45.49,20.39,6.21,20.5,14.0,27,60.0,70,50,207.8076923076923,181,maize,2,2,17,7,5.204006687076795
Barishal,Rabi,Maize 2,660,77.59,47.73,19.28,6.38,20.5,14.0,27,60.0,70,50,175.42564102564103,1320,maize,2,3,17,7,7.186144304522325
Bhola,Rabi,Maize 2,1954,81.15,48.33,18.03,5.99,20.5,14.0,27,60.0,70,50,185.23090277777777,5254,maize,2,4,17,7,8.566935283311052
Brahmanbaria,Rabi,Maize 2,233,81.18,49.41,21.22,6.33,20.5,14.0,27,60.0,70,50,185.7563131313132,339,maize,2,6,17,7,5.8289456176102075
Chandpur,Rabi,Maize 2,11951,77.38,52.6,17.98,6.44,20.5,14.0,27,60.0,70,50,168.796875,34539,maize,2,7,17,7,10.449873351700669
Chapai Nawabganj,Rabi,Maize 2,14687,78.13,51.58,18.54,5.96,20.5,14.0,27,60.0,70,50,124.92,41987,maize,2,8,17,7,10.645139142155688
Chattogram,Rabi,Maize 2,66,68.44,44.63,19.94,6.45,20.5,14.0,27,60.0,70,50,243.94444444444449,171,maize,2,9,17,7,5.147494476813453
CoxsBazar,Rabi,Maize 2,200,79.38,52.3,18.85,6.45,20.5,14.0,27,60.0,70,50,303.40277777777777,424,maize,2,11,17,7,6.052089168924417
Dhaka,Rabi,Maize 2,10394,64.25,51.61,18.17,5.78,20.5,14.0,27,60.0,70,50,169.94262295081967,28489,maize,2,13,17,7,10.257308427491955
Faridpur,Rabi,Maize 2,797,77.11,51.42,20.63,6.45,20.5,14.0,27,60.0,70,50,155.864898989899,1764,maize,2,15,17,7,7.475905969367397
Feni,Rabi,Maize 2,184,82.93,49.16,18.24,6.08,20.5,14.0,27,60.0,70,50,248.1727642276423,534,maize,2,16,17,7,6.282266746896006
Gazipur,Rabi,Maize 2,6,80.62,48.86,19.04,6.22,20.5,14.0,27,60.0,70,50,169.94262295081967,10,maize,2,18,17,7,2.3978952727983707
Gopalganj,Rabi,Maize 2,88,72.85,48.51,20.66,5.71,20.5,14.0,27,60.0,70,50,155.864898989899,252,maize,2,19,17,7,5.53338948872752
Habiganj,Rabi,Maize 2,27,74.85,47.42,19.56,6.56,20.5,14.0,27,60.0,70,50,333.72557471264366,39,maize,2,20,17,7,3.6888794541139363
Jashore,Rabi,Maize 2,1394,76.87,46.06,19.84,6.34,20.5,14.0,27,60.0,70,50,134.2247474747475,4507,maize,2,22,17,7,8.413608875159667
Jhallokati,Rabi,Maize 2,1095,78.77,52.89,17.72,6.23,20.5,14.0,27,60.0,70,50,175.42564102564103,2404,maize,2,23,17,7,7.785305182539862
Joypurhat,Rabi,Maize 2,817,80.07,44.37,20.25,6.33,20.5,14.0,27,60.0,70,50,142.85416666666666,2828,maize,2,25,17,7,7.947678571301568
Khagrachari,Rabi,Maize 2,1062,78.46,49.51,19.3,6.21,20.5,14.0,27,60.0,70,50,204.11111111111111,2172,maize,2,26,17,7,7.6838639802564295
Khulna,Rabi,Maize 2,203,79.46,42.34,20.98,6.08,20.5,14.0,27,60.0,70,50,144.96843434343435,583,maize,2,27,17,7,6.369900982828227
Kishoreganj,Rabi,Maize 2,13926,88.97,50.26,18.45,6.4,20.5,14.0,27,60.0,70,50,181.08838383838383,43161,maize,2,28,17,7,10.67271575750141
Madaripur,Rabi,Maize 2,568,83.3,46.97,19.66,6.28,20.5,14.0,27,60.0,70,50,160.41666666666666,2153,maize,2,33,17,7,7.675081857716334
Magura,Rabi,Maize 2,155,80.74,45.36,21.24,6.37,20.5,14.0,27,60.0,70,50,134.2247474747475,512,maize,2,34,17,7,6.240275845170769
Moulvibazar,Rabi,Maize 2,2,72.41,48.45,21.02,6.09,20.5,14.0,27,60.0,70,50,333.72557471264366,7,maize,2,37,17,7,2.0794415416798357
Munshiganj,Rabi,Maize 2,721,79.17,51.38,19.08,6.38,20.5,14.0,27,60.0,70,50,169.94262295081967,1932,maize,2,38,17,7,7.566828479208331
Mymensingh,Rabi,Maize 2,290,74.24,52.34,20.86,6.28,20.5,14.0,27,60.0,70,50,181.08838383838383,1015,maize,2,39,17,7,6.923628628138427
Narail,Rabi,Maize 2,301,79.29,47.03,19.31,6.33,20.5,14.0,27,60.0,70,50,134.2247474747475,1061,maize,2,41,17,7,6.967909201801884
Narayanganj,Rabi,Maize 2,65,79.26,52.02,20.6,6.07,20.5,14.0,27,60.0,70,50,169.94262295081967,209,maize,2,42,17,7,5.3471075307174685
Narsingdi,Rabi,Maize 2,39,79.73,53.34,18.42,6.1,20.5,14.0,27,60.0,70,50,169.94262295081967,101,maize,2,43,17,7,4.624972813284271
Natore,Rabi,Maize 2,11500,85.29,50.08,20.69,6.27,20.5,14.0,27,60.0,70,50,124.92,39393,maize,2,44,17,7,10.58136879942564
Noakhali,Rabi,Maize 2,256,82.26,46.9,19.02,6.33,20.5,14.0,27,60.0,70,50,185.7563131313132,798,maize,2,47,17,7,6.683360945766275
Pabna,Rabi,Maize 2,1710,83.31,47.47,17.82,6.48,20.5,14.0,27,60.0,70,50,124.92,4822,maize,2,48,17,7,8.481151420068972
Patuakhali,Rabi,Maize 2,112,80.55,52.96,17.34,6.48,20.5,14.0,27,60.0,70,50,207.8076923076923,167,maize,2,50,17,7,5.123963979403259
Pirojpur,Rabi,Maize 2,533,81.03,50.92,19.41,6.67,20.5,14.0,27,60.0,70,50,175.42564102564103,995,maize,2,51,17,7,6.903747257584598
Rajbari,Rabi,Maize 2,695,76.37,49.65,20.91,6.0,20.5,14.0,27,60.0,70,50,155.864898989899,2084,maize,2,52,17,7,7.642524134232902
Rangamati,Rabi,Maize 2,554,77.06,48.57,22.1,6.25,20.5,14.0,27,60.0,70,50,204.11111111111111,1177,maize,2,54,17,7,7.071573364211532
Satkhira,Rabi,Maize 2,146,76.95,41.09,19.01,6.34,20.5,14.0,27,60.0,70,50,140.35353535353536,413,maize,2,56,17,7,6.025865973825314
Shariatpur,Rabi,Maize 2,32,77.83,47.58,19.82,6.41,20.5,14.0,27,60.0,70,50,155.864898989899,99,maize,2,57,17,7,4.605170185988092
Sherpur,Rabi,Maize 2,1922,72.65,49.14,19.73,6.14,20.5,14.0,27,60.0,70,50,181.08838383838383,4757,maize,2,58,17,7,8.467582690862903
Sunamganj,Rabi,Maize 2,15,85.2,49.56,18.67,5.94,20.5,14.0,27,60.0,70,50,333.72557471264366,31,maize,2,60,17,7,3.4657359027997265
Sylhet,Rabi,Maize 2,29,73.81,47.85,19.12,5.97,20.5,14.0,27,60.0,70,50,333.72557471264366,53,maize,2,61,17,7,3.9889840465642745
Tangail,Rabi,Maize 2,7685,73.13,53.54,17.37,6.28,20.5,14.0,27,60.0,70,50,153.4104938271605,22529,maize,2,62,17,7,10.02260303342629
Bandarban,Kharif 1,Malta,1022,18.03,16.4,9.01,7.19,27.5,20.0,35,85.0,90,80,243.94444444444449,331,orange,0,1,18,11,5.805134968916488
Barishal,Kharif 1,Malta,190,20.77,16.1,10.44,7.2,27.5,20.0,35,85.0,90,80,175.42564102564103,80,orange,0,3,18,11,4.394449154672439
Bogura,Kharif 1,Malta,1,22.23,15.8,9.82,7.15,27.5,20.0,35,85.0,90,80,142.85416666666666,1,orange,0,5,18,11,0.6931471805599453
